Year:year,Country:text,Oil:number,sector:text,Coal and lignite:number,obsValue:number,Natural and derived gas:number,Nuclear:number,Renewables:number,Other fuels:number,Total:number
2003,Latvia,,Renewables,,2.3,,,,,
2003,Lithuania,,Renewables,,0.3,,,,,
2003,Luxembourg,,Renewables,,0.1,,,,,
2003,Malta,,Renewables,,0.0,,,,,
2003,Netherlands,,Renewables,,4.0,,,,,
2003,Poland,,Renewables,,2.3,,,,,
2003,Portugal,,Renewables,,17.7,,,,,
2003,Romania,,Renewables,,13.3,,,,,
2003,Slovakia,,Renewables,,3.6,,,,,
2003,Slovenia,,Renewables,,3.1,,,,,
2003,Spain,,Renewables,,55.8,,,,,
2003,Sweden,,Renewables,,58.7,,,,,
2003,United Kingdom,,Renewables,,10.6,,,,,
2004,Austria,,Renewables,,39.8,,,,,
2004,Belgium,,Renewables,,1.5,,,,,
2004,Bulgaria,,Renewables,,3.2,,,,,
2004,Croatia,,Renewables,,7.6,,,,,
2004,Cyprus,,Renewables,,0.0,,,,,
2004,Czech Republic,,Renewables,,2.7,,,,,
2004,Denmark,,Renewables,,9.5,,,,,
2004,Estonia,,Renewables,,0.1,,,,,
2004,European Union (current composition),,Renewables,,454.7,,,,,
2004,Finland,,Renewables,,25.6,,,,,
2004,France,,Renewables,,63.9,,,,,
2004,Germany,,Renewables,,56.6,,,,,
2004,Greece,,Renewables,,5.9,,,,,
2004,Hungary,,Renewables,,0.9,,,,,
2004,Ireland,,Renewables,,1.4,,,,,
2004,Italy,,Renewables,,53.9,,,,,
2004,Latvia,,Renewables,,3.2,,,,,
2004,Lithuania,,Renewables,,0.4,,,,,
2004,Luxembourg,,Renewables,,0.2,,,,,
2004,Malta,,Renewables,,0.0,,,,,
2004,Netherlands,,Renewables,,5.3,,,,,
2004,Poland,,Renewables,,3.2,,,,,
2004,Portugal,,Renewables,,12.3,,,,,
2004,Romania,,Renewables,,16.5,,,,,
2004,Slovakia,,Renewables,,4.1,,,,,
2004,Slovenia,,Renewables,,4.2,,,,,
2004,Spain,,Renewables,,50.2,,,,,
2004,Sweden,,Renewables,,68.2,,,,,
2004,United Kingdom,,Renewables,,14.1,,,,,
2005,Austria,,Renewables,,40.9,,,,,
2005,Belgium,,Renewables,,2.1,,,,,
2005,Bulgaria,,Renewables,,4.3,,,,,
2005,Croatia,,Renewables,,7.1,,,,,
2005,Cyprus,,Renewables,,0.0,,,,,
2005,Czech Republic,,Renewables,,3.1,,,,,
2005,Denmark,,Renewables,,9.8,,,,,
2005,Estonia,,Renewables,,0.1,,,,,
2005,European Union (current composition),,Renewables,,460.9,,,,,
2005,Finland,,Renewables,,23.5,,,,,
2005,France,,Renewables,,56.3,,,,,
2005,Germany,,Renewables,,62.5,,,,,
2005,Greece,,Renewables,,6.4,,,,,
2005,Hungary,,Renewables,,1.9,,,,,
2005,Ireland,,Renewables,,1.9,,,,,
2005,Italy,,Renewables,,48.4,,,,,
2005,Latvia,,Renewables,,3.4,,,,,
2005,Lithuania,,Renewables,,0.5,,,,,
2005,Luxembourg,,Renewables,,0.2,,,,,
2005,Malta,,Renewables,,0.0,,,,,
2005,Netherlands,,Renewables,,7.4,,,,,
2005,Poland,,Renewables,,3.8,,,,,
2005,Portugal,,Renewables,,8.3,,,,,
2005,Romania,,Renewables,,20.2,,,,,
2005,Slovakia,,Renewables,,4.7,,,,,
2005,Slovenia,,Renewables,,3.6,,,,,
2005,Spain,,Renewables,,42.3,,,,,
2005,Sweden,,Renewables,,81.2,,,,,
2005,United Kingdom,,Renewables,,16.9,,,,,
2006,Austria,,Renewables,,40.7,,,,,
2006,Belgium,,Renewables,,3.0,,,,,
2006,Bulgaria,,Renewables,,4.3,,,,,
2006,Croatia,,Renewables,,6.6,,,,,
2006,Cyprus,,Renewables,,0.0,,,,,
2006,Czech Republic,,Renewables,,3.5,,,,,
2006,Denmark,,Renewables,,9.2,,,,,
2006,Estonia,,Renewables,,0.1,,,,,
2006,European Union (current composition),,Renewables,,485.8,,,,,
2006,Finland,,Renewables,,22.5,,,,,
2006,France,,Renewables,,62.3,,,,,
2006,Germany,,Renewables,,71.6,,,,,
2006,Greece,,Renewables,,7.7,,,,,
2006,Hungary,,Renewables,,1.5,,,,,
2006,Ireland,,Renewables,,2.5,,,,,
2006,Italy,,Renewables,,50.6,,,,,
2006,Latvia,,Renewables,,2.8,,,,,
2006,Lithuania,,Renewables,,0.4,,,,,
2006,Luxembourg,,Renewables,,0.2,,,,,
2006,Malta,,Renewables,,0.0,,,,,
2006,Netherlands,,Renewables,,8.1,,,,,
2006,Poland,,Renewables,,4.3,,,,,
2006,Portugal,,Renewables,,15.7,,,,,
2006,Romania,,Renewables,,18.4,,,,,
2006,Slovakia,,Renewables,,4.8,,,,,
2006,Slovenia,,Renewables,,3.7,,,,,
2006,Spain,,Renewables,,52.1,,,,,
2006,Sweden,,Renewables,,71.1,,,,,
2006,United Kingdom,,Renewables,,18.1,,,,,
2007,Austria,,Renewables,,43.1,,,,,
2007,Belgium,,Renewables,,3.5,,,,,
2007,Bulgaria,,Renewables,,2.9,,,,,
2007,Croatia,,Renewables,,4.7,,,,,
2007,Cyprus,,Renewables,,0.0,,,,,
2007,Czech Republic,,Renewables,,3.4,,,,,
2007,Denmark,,Renewables,,10.3,,,,,
2007,Estonia,,Renewables,,0.1,,,,,
2007,European Union (current composition),,Renewables,,516.3,,,,,
2007,Finland,,Renewables,,24.3,,,,,
2007,France,,Renewables,,65.9,,,,,
2007,Germany,,Renewables,,88.3,,,,,
2007,Greece,,Renewables,,4.6,,,,,
2007,Hungary,,Renewables,,1.9,,,,,
2007,Ireland,,Renewables,,2.8,,,,,
2007,Italy,,Renewables,,47.7,,,,,
2007,Latvia,,Renewables,,2.8,,,,,
2007,Lithuania,,Renewables,,0.6,,,,,
2007,Luxembourg,,Renewables,,0.3,,,,,
2007,Malta,,Renewables,,0.0,,,,,
2007,Netherlands,,Renewables,,7.6,,,,,
2007,Poland,,Renewables,,5.4,,,,,
2007,Portugal,,Renewables,,16.2,,,,,
2007,Romania,,Renewables,,16.0,,,,,
2007,Slovakia,,Renewables,,4.9,,,,,
2007,Slovenia,,Renewables,,3.4,,,,,
2007,Spain,,Renewables,,58.3,,,,,
2007,Sweden,,Renewables,,77.4,,,,,
2007,United Kingdom,,Renewables,,19.7,,,,,
2008,Austria,,Renewables,,44.6,,,,,
2008,Belgium,,Renewables,,4.4,,,,,
2008,Bulgaria,,Renewables,,3.0,,,,,
2008,Croatia,,Renewables,,5.8,,,,,
2008,Cyprus,,Renewables,,0.0,,,,,
2008,Czech Republic,,Renewables,,3.7,,,,,
2008,Denmark,,Renewables,,10.1,,,,,
2008,Estonia,,Renewables,,0.2,,,,,
2008,European Union (current composition),,Renewables,,562.9,,,,,
2008,Finland,,Renewables,,27.8,,,,,
2008,France,,Renewables,,73.8,,,,,
2008,Germany,,Renewables,,93.2,,,,,
2008,Greece,,Renewables,,5.8,,,,,
2008,Hungary,,Renewables,,2.4,,,,,
2008,Ireland,,Renewables,,3.6,,,,,
2008,Italy,,Renewables,,58.2,,,,,
2008,Latvia,,Renewables,,3.2,,,,,
2008,Lithuania,,Renewables,,0.6,,,,,
2008,Luxembourg,,Renewables,,0.3,,,,,
2008,Malta,,Renewables,,0.0,,,,,
2008,Netherlands,,Renewables,,9.5,,,,,
2008,Poland,,Renewables,,6.6,,,,,
2008,Portugal,,Renewables,,14.6,,,,,
2008,Romania,,Renewables,,17.2,,,,,
2008,Slovakia,,Renewables,,4.6,,,,,
2008,Slovenia,,Renewables,,4.3,,,,,
2008,Spain,,Renewables,,62.1,,,,,
2008,Sweden,,Renewables,,81.4,,,,,
2008,United Kingdom,,Renewables,,21.8,,,,,
2009,Austria,,Renewables,,47.2,,,,,
2009,Belgium,,Renewables,,5.4,,,,,
2009,Bulgaria,,Renewables,,3.7,,,,,
2009,Croatia,,Renewables,,7.5,,,,,
2009,Cyprus,,Renewables,,0.0,,,,,
2009,Czech Republic,,Renewables,,4.7,,,,,
2009,Denmark,,Renewables,,10.1,,,,,
2009,Estonia,,Renewables,,0.5,,,,,
2009,European Union (current composition),,Renewables,,596.5,,,,,
2009,Finland,,Renewables,,21.7,,,,,
2009,France,,Renewables,,69.7,,,,,
2009,Germany,,Renewables,,94.9,,,,,
2009,Greece,,Renewables,,8.2,,,,,
2009,Hungary,,Renewables,,2.9,,,,,
2009,Ireland,,Renewables,,4.1,,,,,
2009,Italy,,Renewables,,69.3,,,,,
2009,Latvia,,Renewables,,3.6,,,,,
2009,Lithuania,,Renewables,,0.7,,,,,
2009,Luxembourg,,Renewables,,0.3,,,,,
2009,Malta,,Renewables,,0.0,,,,,
2009,Netherlands,,Renewables,,10.8,,,,,
2009,Poland,,Renewables,,8.7,,,,,
2009,Portugal,,Renewables,,18.3,,,,,
2009,Romania,,Renewables,,15.6,,,,,
2009,Slovakia,,Renewables,,4.9,,,,,
2009,Slovenia,,Renewables,,4.9,,,,,
2009,Spain,,Renewables,,74.1,,,,,
2009,Sweden,,Renewables,,79.8,,,,,
2009,United Kingdom,,Renewables,,25.2,,,,,
2010,Austria,,Renewables,,45.0,,,,,
2010,Belgium,,Renewables,,6.5,,,,,
2010,Bulgaria,,Renewables,,5.8,,,,,
2010,Croatia,,Renewables,,9.3,,,,,
2010,Cyprus,,Renewables,,0.1,,,,,
2010,Czech Republic,,Renewables,,5.9,,,,,
2010,Denmark,,Renewables,,12.4,,,,,
2010,Estonia,,Renewables,,1.0,,,,,
2010,European Union (current composition),,Renewables,,679.7,,,,,
2010,Finland,,Renewables,,24.2,,,,,
2010,France,,Renewables,,78.2,,,,,
2010,Germany,,Renewables,,104.8,,,,,
2010,Greece,,Renewables,,10.5,,,,,
2010,Hungary,,Renewables,,3.0,,,,,
2010,Ireland,,Renewables,,3.7,,,,,
2010,Italy,,Renewables,,77.0,,,,,
2010,Latvia,,Renewables,,3.6,,,,,
2010,Lithuania,,Renewables,,0.9,,,,,
2010,Luxembourg,,Renewables,,0.3,,,,,
2010,Malta,,Renewables,,0.0,,,,,
2010,Netherlands,,Renewables,,11.2,,,,,
2010,Poland,,Renewables,,10.9,,,,,
2010,Portugal,,Renewables,,28.4,,,,,
2010,Romania,,Renewables,,20.3,,,,,
2010,Slovakia,,Renewables,,5.9,,,,,
2010,Slovenia,,Renewables,,4.7,,,,,
2010,Spain,,Renewables,,97.8,,,,,
2010,Sweden,,Renewables,,82.1,,,,,
2010,United Kingdom,,Renewables,,26.2,,,,,
2011,Austria,,Renewables,,40.9,,,,,
2011,Belgium,,Renewables,,8.4,,,,,
2011,Bulgaria,,Renewables,,3.9,,,,,
2011,Croatia,,Renewables,,5.3,,,,,
2011,Cyprus,,Renewables,,0.2,,,,,
2011,Czech Republic,,Renewables,,7.2,,,,,
2011,Denmark,,Renewables,,14.2,,,,,
2011,Estonia,,Renewables,,1.2,,,,,
2011,European Union (current composition),,Renewables,,678.9,,,,,
2011,Finland,,Renewables,,24.2,,,,,
2011,France,,Renewables,,64.4,,,,,
2011,Germany,,Renewables,,123.8,,,,,
2011,Greece,,Renewables,,8.1,,,,,
2011,Hungary,,Renewables,,2.7,,,,,
2011,Ireland,,Renewables,,5.4,,,,,
2011,Italy,,Renewables,,83.0,,,,,
2011,Latvia,,Renewables,,3.1,,,,,
2011,Lithuania,,Renewables,,1.1,,,,,
2011,Luxembourg,,Renewables,,0.2,,,,,
2011,Malta,,Renewables,,0.0,,,,,
2011,Netherlands,,Renewables,,12.3,,,,,
2011,Poland,,Renewables,,13.1,,,,,
2011,Portugal,,Renewables,,24.1,,,,,
2011,Romania,,Renewables,,16.3,,,,,
2011,Slovakia,,Renewables,,5.0,,,,,
2011,Slovenia,,Renewables,,3.9,,,,,
2011,Spain,,Renewables,,87.5,,,,,
2011,Sweden,,Renewables,,84.1,,,,,
2011,United Kingdom,,Renewables,,35.2,,,,,
2012,Austria,,Renewables,,51.2,,,,,
2012,Belgium,,Renewables,,10.5,,,,,
2012,Bulgaria,,Renewables,,5.3,,,,,
2012,Croatia,,Renewables,,5.3,,,,,
2012,Cyprus,,Renewables,,0.3,,,,,
2012,Czech Republic,,Renewables,,8.1,,,,,
2012,Denmark,,Renewables,,14.8,,,,,
2012,Estonia,,Renewables,,1.5,,,,,
2012,European Union (current composition),,Renewables,,767.8,,,,,
2012,Finland,,Renewables,,28.6,,,,,
2012,France,,Renewables,,83.0,,,,,
2012,Germany,,Renewables,,143.5,,,,,
2012,Greece,,Renewables,,10.2,,,,,
2012,Hungary,,Renewables,,2.6,,,,,
2012,Ireland,,Renewables,,5.3,,,,,
2012,Italy,,Renewables,,92.2,,,,,
2012,Latvia,,Renewables,,4.1,,,,,
2012,Lithuania,,Renewables,,1.2,,,,,
2012,Luxembourg,,Renewables,,0.3,,,,,
2012,Malta,,Renewables,,0.0,,,,,
2012,Netherlands,,Renewables,,12.5,,,,,
2012,Poland,,Renewables,,16.9,,,,,
2012,Portugal,,Renewables,,19.4,,,,,
2012,Romania,,Renewables,,14.9,,,,,
2012,Slovakia,,Renewables,,5.5,,,,,
2012,Slovenia,,Renewables,,4.3,,,,,
2012,Spain,,Renewables,,87.0,,,,,
2012,Sweden,,Renewables,,98.3,,,,,
2012,United Kingdom,,Renewables,,41.3,,,,,
2013,Austria,,Renewables,,50.4,,,,,
2013,Belgium,,Renewables,,11.7,,,,,
2013,Bulgaria,,Renewables,,6.9,,,,,
2013,Croatia,,Renewables,,9.3,,,,,
2013,Cyprus,,Renewables,,0.3,,,,,
2013,Czech Republic,,Renewables,,9.3,,,,,
2013,Denmark,,Renewables,,16.0,,,,,
2013,Estonia,,Renewables,,1.2,,,,,
2013,European Union (current composition),,Renewables,,857.8,,,,,
2013,Finland,,Renewables,,25.6,,,,,
2013,France,,Renewables,,96.9,,,,,
2013,Germany,,Renewables,,152.4,,,,,
2013,Greece,,Renewables,,14.3,,,,,
2013,Hungary,,Renewables,,2.8,,,,,
2013,Ireland,,Renewables,,5.6,,,,,
2013,Italy,,Renewables,,112.0,,,,,
2013,Latvia,,Renewables,,3.5,,,,,
2013,Lithuania,,Renewables,,1.5,,,,,
2013,Luxembourg,,Renewables,,0.4,,,,,
2013,Malta,,Renewables,,0.0,,,,,
2013,Netherlands,,Renewables,,12.2,,,,,
2013,Poland,,Renewables,,17.1,,,,,
2013,Portugal,,Renewables,,29.5,,,,,
2013,Romania,,Renewables,,20.1,,,,,
2013,Slovakia,,Renewables,,6.4,,,,,
2013,Slovenia,,Renewables,,5.1,,,,,
2013,Spain,,Renewables,,111.4,,,,,
2013,Sweden,,Renewables,,82.7,,,,,
2013,United Kingdom,,Renewables,,53.2,,,,,
2014,Austria,,Renewables,,50.0,,,,,
2014,Belgium,,Renewables,,12.2,,,,,
2014,Bulgaria,,Renewables,,7.4,,,,,
2014,Croatia,,Renewables,,9.9,,,,,
2014,Cyprus,,Renewables,,0.3,,,,,
2014,Czech Republic,,Renewables,,9.2,,,,,
2014,Denmark,,Renewables,,18.0,,,,,
2014,Estonia,,Renewables,,1.4,,,,,
2014,European Union (current composition),,Renewables,,899.8,,,,,
2014,Finland,,Renewables,,26.3,,,,,
2014,France,,Renewables,,91.8,,,,,
2014,Germany,,Renewables,,162.5,,,,,
2014,Greece,,Renewables,,12.2,,,,,
2014,Hungary,,Renewables,,3.1,,,,,
2014,Ireland,,Renewables,,6.4,,,,,
2014,Italy,,Renewables,,120.7,,,,,
2014,Latvia,,Renewables,,2.8,,,,,
2014,Lithuania,,Renewables,,1.5,,,,,
2014,Luxembourg,,Renewables,,0.4,,,,,
2014,Malta,,Renewables,,0.1,,,,,
2014,Netherlands,,Renewables,,11.7,,,,,
2014,Poland,,Renewables,,19.8,,,,,
2014,Portugal,,Renewables,,31.6,,,,,
2014,Romania,,Renewables,,27.1,,,,,
2014,Slovakia,,Renewables,,6.2,,,,,
2014,Slovenia,,Renewables,,6.6,,,,,
2014,Spain,,Renewables,,110.3,,,,,
2014,Sweden,,Renewables,,85.7,,,,,
2014,United Kingdom,,Renewables,,64.5,,,,,
2015,Austria,,Renewables,,47.2,,,,,
2015,Belgium,,Renewables,,14.5,,,,,
2015,Bulgaria,,Renewables,,8.8,,,,,
2015,Croatia,,Renewables,,7.5,,,,,
2015,Cyprus,,Renewables,,0.4,,,,,
2015,Czech Republic,,Renewables,,9.4,,,,,
2015,Denmark,,Renewables,,19.0,,,,,
2015,Estonia,,Renewables,,1.5,,,,,
2015,European Union (current composition),,Renewables,,935.7,,,,,
2015,Finland,,Renewables,,30.5,,,,,
2015,France,,Renewables,,89.4,,,,,
2015,Germany,,Renewables,,187.4,,,,,
2015,Greece,,Renewables,,14.9,,,,,
2015,Hungary,,Renewables,,3.2,,,,,
2015,Ireland,,Renewables,,7.9,,,,,
2015,Italy,,Renewables,,108.9,,,,,
2015,Latvia,,Renewables,,2.8,,,,,
2015,Lithuania,,Renewables,,1.7,,,,,
2015,Luxembourg,,Renewables,,0.4,,,,,
2015,Malta,,Renewables,,0.1,,,,,
2015,Netherlands,,Renewables,,13.7,,,,,
2015,Poland,,Renewables,,22.7,,,,,
2015,Portugal,,Renewables,,24.4,,,,,
2015,Romania,,Renewables,,26.2,,,,,
2015,Slovakia,,Renewables,,6.0,,,,,
2015,Slovenia,,Renewables,,4.4,,,,,
2015,Spain,,Renewables,,97.1,,,,,
2015,Sweden,,Renewables,,102.4,,,,,
2015,United Kingdom,,Renewables,,83.4,,,,,
2016,Austria,,Renewables,,50.8,,,,,
2016,Belgium,,Renewables,,14.2,,,,,
2016,Bulgaria,,Renewables,,7.1,,,,,
2016,Croatia,,Renewables,,8.4,,,,,
2016,Cyprus,,Renewables,,0.4,,,,,
2016,Czech Republic,,Renewables,,9.4,,,,,
2016,Denmark,,Renewables,,18.5,,,,,
2016,Estonia,,Renewables,,1.5,,,,,
2016,European Union (current composition),,Renewables,,951.4,,,,,
2016,Finland,,Renewables,,30.4,,,,,
2016,France,,Renewables,,97.2,,,,,
2016,Germany,,Renewables,,188.3,,,,,
2016,Greece,,Renewables,,14.9,,,,,
2016,Hungary,,Renewables,,3.2,,,,,
2016,Ireland,,Renewables,,7.5,,,,,
2016,Italy,,Renewables,,108.0,,,,,
2016,Latvia,,Renewables,,3.5,,,,,
2016,Lithuania,,Renewables,,2.1,,,,,
2016,Luxembourg,,Renewables,,0.5,,,,,
2016,Malta,,Renewables,,0.1,,,,,
2016,Netherlands,,Renewables,,14.7,,,,,
2016,Poland,,Renewables,,22.8,,,,,
2016,Portugal,,Renewables,,32.3,,,,,
2016,Romania,,Renewables,,27.0,,,,,
2016,Slovakia,,Renewables,,6.6,,,,,
2016,Slovenia,,Renewables,,5.1,,,,,
2016,Spain,,Renewables,,104.6,,,,,
2016,Sweden,,Renewables,,89.1,,,,,
2016,United Kingdom,,Renewables,,83.2,,,,,
1990,Austria,,Coal and lignite,,6.2,,,,,
1990,Austria,,Natural and derived gas,,8.5,,,,,
1990,Austria,,Nuclear,,0.0,,,,,
1990,Austria,,Oil,,1.9,,,,,
1990,Belgium,,Coal and lignite,,17.1,,,,,
1990,Belgium,,Natural and derived gas,,8.2,,,,,
1990,Belgium,,Nuclear,,42.7,,,,,
1990,Belgium,,Oil,,1.3,,,,,
1990,Bulgaria,,Coal and lignite,,21.0,,,,,
1990,Bulgaria,,Natural and derived gas,,3.4,,,,,
1990,Bulgaria,,Nuclear,,14.7,,,,,
1990,Bulgaria,,Oil,,1.2,,,,,
1990,Croatia,,Coal and lignite,,0.6,,,,,
1990,Croatia,,Natural and derived gas,,1.4,,,,,
1990,Croatia,,Nuclear,,0.0,,,,,
1990,Croatia,,Oil,,2.9,,,,,
1990,Cyprus,,Coal and lignite,,0.0,,,,,
1990,Cyprus,,Natural and derived gas,,0.0,,,,,
1990,Cyprus,,Nuclear,,0.0,,,,,
1990,Cyprus,,Oil,,2.0,,,,,
1990,Czech Republic,,Coal and lignite,,47.0,,,,,
1990,Czech Republic,,Natural and derived gas,,1.0,,,,,
1990,Czech Republic,,Nuclear,,12.6,,,,,
1990,Czech Republic,,Oil,,0.5,,,,,
1990,Denmark,,Coal and lignite,,23.6,,,,,
1990,Denmark,,Natural and derived gas,,0.7,,,,,
1990,Denmark,,Nuclear,,0.0,,,,,
1990,Denmark,,Oil,,0.9,,,,,
1990,Estonia,,Coal and lignite,,0.0,,,,,
1990,Estonia,,Natural and derived gas,,1.0,,,,,
1990,Estonia,,Nuclear,,0.0,,,,,
1990,Estonia,,Oil,,1.4,,,,,
1990,European Union (current composition),,Coal and lignite,,1004.7,,,,,
1990,European Union (current composition),,Natural and derived gas,,223.4,,,,,
1990,European Union (current composition),,Nuclear,,794.9,,,,,
1990,European Union (current composition),,Oil,,224.2,,,,,
1990,Finland,,Coal and lignite,,12.4,,,,,
1990,Finland,,Natural and derived gas,,5.0,,,,,
1990,Finland,,Nuclear,,19.2,,,,,
1990,Finland,,Oil,,1.7,,,,,
1990,France,,Coal and lignite,,31.5,,,,,
1990,France,,Natural and derived gas,,7.0,,,,,
1990,France,,Nuclear,,314.1,,,,,
1990,France,,Oil,,8.7,,,,,
1990,Germany,,Coal and lignite,,310.9,,,,,
1990,Germany,,Natural and derived gas,,51.2,,,,,
1990,Germany,,Nuclear,,152.5,,,,,
1990,Germany,,Oil,,10.4,,,,,
1990,Greece,,Coal and lignite,,25.2,,,,,
1990,Greece,,Natural and derived gas,,0.1,,,,,
1990,Greece,,Nuclear,,0.0,,,,,
1990,Greece,,Oil,,7.7,,,,,
1990,Hungary,,Coal and lignite,,8.5,,,,,
1990,Hungary,,Natural and derived gas,,4.6,,,,,
1990,Hungary,,Nuclear,,13.7,,,,,
1990,Hungary,,Oil,,1.4,,,,,
1990,Ireland,,Coal and lignite,,8.2,,,,,
1990,Ireland,,Natural and derived gas,,3.9,,,,,
1990,Ireland,,Nuclear,,0.0,,,,,
1990,Ireland,,Oil,,1.4,,,,,
1990,Italy,,Coal and lignite,,32.0,,,,,
1990,Italy,,Natural and derived gas,,43.4,,,,,
1990,Italy,,Nuclear,,0.0,,,,,
1990,Italy,,Oil,,102.7,,,,,
1990,Latvia,,Coal and lignite,,0.1,,,,,
1990,Latvia,,Natural and derived gas,,1.7,,,,,
1990,Latvia,,Nuclear,,0.0,,,,,
1990,Latvia,,Oil,,0.4,,,,,
1990,Lithuania,,Coal and lignite,,0.0,,,,,
1990,Lithuania,,Natural and derived gas,,6.8,,,,,
1990,Lithuania,,Nuclear,,17.0,,,,,
1990,Lithuania,,Oil,,4.2,,,,,
1990,Luxembourg,,Coal and lignite,,0.0,,,,,
1990,Luxembourg,,Natural and derived gas,,0.5,,,,,
1990,Luxembourg,,Nuclear,,0.0,,,,,
1990,Luxembourg,,Oil,,0.0,,,,,
1990,Malta,,Coal and lignite,,0.6,,,,,
1990,Malta,,Natural and derived gas,,0.0,,,,,
1990,Malta,,Nuclear,,0.0,,,,,
1990,Malta,,Oil,,0.5,,,,,
1990,Netherlands,,Coal and lignite,,25.0,,,,,
1990,Netherlands,,Natural and derived gas,,39.0,,,,,
1990,Netherlands,,Nuclear,,3.5,,,,,
1990,Netherlands,,Oil,,3.1,,,,,
1990,Poland,,Coal and lignite,,130.4,,,,,
1990,Poland,,Natural and derived gas,,0.8,,,,,
1990,Poland,,Nuclear,,0.0,,,,,
1990,Poland,,Oil,,1.6,,,,,
1990,Portugal,,Coal and lignite,,9.1,,,,,
1990,Portugal,,Natural and derived gas,,0.0,,,,,
1990,Portugal,,Nuclear,,0.0,,,,,
1990,Portugal,,Oil,,9.4,,,,,
1990,Romania,,Coal and lignite,,18.5,,,,,
1990,Romania,,Natural and derived gas,,22.6,,,,,
1990,Romania,,Nuclear,,0.0,,,,,
1990,Romania,,Oil,,11.8,,,,,
1990,Slovakia,,Coal and lignite,,7.5,,,,,
1990,Slovakia,,Natural and derived gas,,2.4,,,,,
1990,Slovakia,,Nuclear,,12.0,,,,,
1990,Slovakia,,Oil,,1.6,,,,,
1990,Slovenia,,Coal and lignite,,3.9,,,,,
1990,Slovenia,,Natural and derived gas,,0.0,,,,,
1990,Slovenia,,Nuclear,,4.6,,,,,
1990,Slovenia,,Oil,,1.0,,,,,
1990,Spain,,Coal and lignite,,59.7,,,,,
1990,Spain,,Natural and derived gas,,2.4,,,,,
1990,Spain,,Nuclear,,54.3,,,,,
1990,Spain,,Oil,,8.6,,,,,
1990,Sweden,,Coal and lignite,,1.1,,,,,
1990,Sweden,,Natural and derived gas,,0.8,,,,,
1990,Sweden,,Nuclear,,68.2,,,,,
1990,Sweden,,Oil,,1.3,,,,,
1990,United Kingdom,,Coal and lignite,,204.7,,,,,
1990,United Kingdom,,Natural and derived gas,,6.8,,,,,
1990,United Kingdom,,Nuclear,,65.7,,,,,
1990,United Kingdom,,Oil,,34.7,,,,,
1991,Austria,,Coal and lignite,,6.8,,,,,
1991,Austria,,Natural and derived gas,,8.4,,,,,
1991,Austria,,Nuclear,,0.0,,,,,
1991,Austria,,Oil,,2.2,,,,,
1991,Belgium,,Coal and lignite,,16.5,,,,,
1991,Belgium,,Natural and derived gas,,8.9,,,,,
1991,Belgium,,Nuclear,,42.9,,,,,
1991,Belgium,,Oil,,1.8,,,,,
1991,Bulgaria,,Coal and lignite,,20.8,,,,,
1991,Bulgaria,,Natural and derived gas,,3.1,,,,,
1991,Bulgaria,,Nuclear,,13.2,,,,,
1991,Bulgaria,,Oil,,1.4,,,,,
1991,Croatia,,Coal and lignite,,0.4,,,,,
1991,Croatia,,Natural and derived gas,,0.8,,,,,
1991,Croatia,,Nuclear,,0.0,,,,,
1991,Croatia,,Oil,,1.9,,,,,
1991,Cyprus,,Coal and lignite,,0.0,,,,,
1991,Cyprus,,Natural and derived gas,,0.0,,,,,
1991,Cyprus,,Nuclear,,0.0,,,,,
1991,Cyprus,,Oil,,2.1,,,,,
1991,Czech Republic,,Coal and lignite,,45.6,,,,,
1991,Czech Republic,,Natural and derived gas,,0.9,,,,,
1991,Czech Republic,,Nuclear,,12.1,,,,,
1991,Czech Republic,,Oil,,0.5,,,,,
1991,Denmark,,Coal and lignite,,33.4,,,,,
1991,Denmark,,Natural and derived gas,,0.8,,,,,
1991,Denmark,,Nuclear,,0.0,,,,,
1991,Denmark,,Oil,,1.2,,,,,
1991,Estonia,,Coal and lignite,,0.0,,,,,
1991,Estonia,,Natural and derived gas,,1.0,,,,,
1991,Estonia,,Nuclear,,0.0,,,,,
1991,Estonia,,Oil,,1.3,,,,,
1991,European Union (current composition),,Coal and lignite,,1010.3,,,,,
1991,European Union (current composition),,Natural and derived gas,,217.5,,,,,
1991,European Union (current composition),,Nuclear,,819.8,,,,,
1991,European Union (current composition),,Oil,,232.0,,,,,
1991,Finland,,Coal and lignite,,13.8,,,,,
1991,Finland,,Natural and derived gas,,5.4,,,,,
1991,Finland,,Nuclear,,19.5,,,,,
1991,Finland,,Oil,,1.1,,,,,
1991,France,,Coal and lignite,,39.6,,,,,
1991,France,,Natural and derived gas,,6.6,,,,,
1991,France,,Nuclear,,331.3,,,,,
1991,France,,Oil,,14.1,,,,,
1991,Germany,,Coal and lignite,,307.7,,,,,
1991,Germany,,Natural and derived gas,,45.4,,,,,
1991,Germany,,Nuclear,,147.2,,,,,
1991,Germany,,Oil,,14.7,,,,,
1991,Greece,,Coal and lignite,,23.7,,,,,
1991,Greece,,Natural and derived gas,,0.1,,,,,
1991,Greece,,Nuclear,,0.0,,,,,
1991,Greece,,Oil,,8.8,,,,,
1991,Hungary,,Coal and lignite,,8.0,,,,,
1991,Hungary,,Natural and derived gas,,5.1,,,,,
1991,Hungary,,Nuclear,,13.7,,,,,
1991,Hungary,,Oil,,2.8,,,,,
1991,Ireland,,Coal and lignite,,8.0,,,,,
1991,Ireland,,Natural and derived gas,,3.8,,,,,
